user_id,country,monthly_income,monthly_expenses,savings,risk_level,goal
669,South Africa,188,164,72,medium,save for emergencies
670,Kenya,65,51,17,medium,start a small business
671,Kenya,292,199,93,low,start a small business
672,Kenya,201,144,98,low,buy land
673,South Africa,76,50,47,high,start a small business
674,Ghana,147,93,75,high,start a small business
675,Uganda,249,132,142,medium,educate children
676,Uganda,38,33,14,low,buy land
677,Kenya,150,116,41,low,buy land
678,Uganda,181,169,60,high,educate children
679,South Africa,183,127,59,high,invest in farming
680,South Africa,79,62,35,low,start a small business
681,South Africa,129,102,36,high,educate children
682,Nigeria,175,105,105,medium,start a small business
683,South Africa,271,203,114,high,start a small business
684,Ghana,78,73,48,medium,save for emergencies
685,Kenya,255,159,116,low,buy land
686,Ghana,179,136,79,medium,buy land
687,South Africa,172,120,79,high,educate children
688,South Africa,189,104,94,medium,educate children
689,Uganda,107,65,66,low,educate children
690,Ghana,287,206,115,high,start a small business
691,Uganda,292,230,79,low,invest in farming
692,South Africa,71,56,53,high,educate children
693,Kenya,270,209,99,medium,buy land
694,Kenya,217,153,82,medium,save for emergencies
695,Uganda,97,73,61,low,start a small business
696,Nigeria,71,66,43,high,save for emergencies
697,Ghana,138,114,59,high,save for emergencies
698,Nigeria,261,230,63,medium,save for emergencies
699,Kenya,193,98,103,high,save for emergencies
700,Nigeria,165,151,54,low,educate children
701,Uganda,225,124,149,medium,start a small business
702,South Africa,159,138,25,medium,invest in farming
703,Kenya,56,48,15,high,buy land
704,Ghana,259,200,108,low,invest in farming
705,South Africa,96,50,67,medium,educate children
706,Ghana,159,122,38,high,start a small business
707,Uganda,131,81,84,high,buy land
708,Nigeria,145,79,87,medium,educate children
709,Kenya,65,36,41,medium,buy land
710,Ghana,237,223,43,high,start a small business
711,Kenya,150,129,36,low,start a small business
712,South Africa,41,36,20,low,buy land
713,Uganda,165,84,96,medium,start a small business
714,Uganda,59,41,40,high,invest in farming
715,Kenya,144,111,37,medium,educate children
716,Uganda,277,245,32,low,educate children
717,South Africa,150,104,66,low,buy land
718,Ghana,113,61,73,low,buy land
719,South Africa,260,161,131,medium,educate children
720,South Africa,67,52,48,high,start a small business
721,Uganda,171,120,83,low,buy land
722,Ghana,180,155,65,high,start a small business
723,Uganda,287,217,72,high,buy land
724,South Africa,209,165,66,high,educate children
725,Kenya,183,158,42,medium,invest in farming
726,South Africa,291,230,97,low,educate children
727,Nigeria,273,241,43,high,invest in farming
728,Nigeria,268,182,127,high,save for emergencies
729,Uganda,195,178,61,medium,save for emergencies
730,Kenya,187,122,78,low,buy land
731,Ghana,163,147,31,low,invest in farming
732,South Africa,36,21,28,low,educate children
733,Ghana,102,65,57,high,educate children
734,South Africa,192,161,57,medium,invest in farming
735,South Africa,159,113,63,high,buy land
736,Uganda,235,136,116,high,invest in farming
737,Uganda,285,151,158,high,invest in farming
738,Nigeria,282,194,120,high,save for emergencies
739,Uganda,193,109,84,high,invest in farming
740,South Africa,139,84,100,low,educate children
741,Uganda,54,39,48,medium,invest in farming
742,Nigeria,54,41,16,high,invest in farming
743,Kenya,202,160,53,high,invest in farming
744,Kenya,157,90,97,high,invest in farming
745,South Africa,49,41,36,high,educate children
746,Kenya,189,136,54,medium,start a small business
747,Uganda,89,66,41,medium,buy land
748,Kenya,34,19,48,high,invest in farming
749,Ghana,295,235,61,low,save for emergencies
750,Nigeria,296,203,107,high,buy land
751,Kenya,112,64,82,high,start a small business
752,Ghana,178,161,44,high,educate children
753,South Africa,219,115,119,high,save for emergencies
754,South Africa,281,236,48,high,invest in farming
755,Uganda,289,246,82,low,save for emergencies
756,South Africa,130,103,55,high,buy land
757,Kenya,153,113,78,high,invest in farming
758,Uganda,207,165,78,medium,save for emergencies
759,Nigeria,145,134,45,high,buy land
760,Kenya,36,28,35,medium,buy land
761,South Africa,43,27,52,low,buy land
762,Ghana,115,61,55,medium,buy land
763,Ghana,91,71,40,medium,start a small business
764,Ghana,275,238,51,high,educate children
765,Kenya,178,98,102,high,save for emergencies
766,Kenya,94,59,55,medium,start a small business
767,Nigeria,271,243,48,high,invest in farming
768,Nigeria,210,186,60,low,buy land
769,Kenya,202,132,105,high,buy land
770,Nigeria,217,118,119,medium,start a small business
771,Ghana,285,196,114,medium,invest in farming
772,Uganda,225,145,127,high,save for emergencies
773,Ghana,281,221,99,high,start a small business
774,Uganda,256,232,52,high,invest in farming
775,Nigeria,71,55,57,medium,educate children
776,Ghana,142,111,47,medium,educate children
777,South Africa,149,82,107,high,save for emergencies
778,Uganda,158,80,125,high,invest in farming
779,Uganda,58,29,38,low,buy land
780,Nigeria,271,192,118,medium,invest in farming
781,Kenya,232,149,90,low,invest in farming
782,Uganda,243,192,99,medium,educate children
783,Uganda,108,70,60,high,buy land
784,Nigeria,202,183,23,low,start a small business
785,Kenya,116,94,29,high,save for emergencies
786,Ghana,229,200,71,high,start a small business
787,South Africa,138,119,42,medium,invest in farming
788,South Africa,181,106,79,medium,invest in farming
789,Uganda,177,108,108,medium,start a small business
790,Ghana,257,138,133,high,educate children
791,Kenya,240,126,141,medium,buy land
792,Ghana,80,44,40,low,start a small business
793,South Africa,37,27,47,medium,save for emergencies
794,Kenya,140,101,86,high,start a small business
795,Kenya,249,204,75,medium,start a small business
796,South Africa,165,106,67,high,invest in farming
797,Nigeria,78,42,49,low,invest in farming
798,Uganda,134,107,51,high,start a small business
799,Ghana,148,135,62,low,buy land
800,Ghana,295,237,97,high,save for emergencies
801,Nigeria,287,260,39,high,educate children
802,Nigeria,210,136,104,low,buy land
803,Uganda,255,137,127,high,educate children
804,South Africa,212,178,58,high,start a small business
805,Ghana,153,97,85,high,educate children
806,Ghana,242,164,109,medium,educate children
807,South Africa,203,121,116,high,buy land
808,South Africa,151,106,74,high,educate children
809,Uganda,148,112,84,medium,buy land
810,Uganda,297,165,152,high,start a small business
811,Kenya,178,96,127,medium,buy land
812,Ghana,267,139,150,medium,invest in farming
813,Uganda,265,227,48,high,buy land
814,Kenya,285,227,79,high,invest in farming
815,Uganda,264,220,65,high,start a small business
816,South Africa,298,150,176,high,educate children
817,Nigeria,242,199,69,high,save for emergencies
818,Nigeria,79,69,24,high,buy land
819,Nigeria,117,101,28,low,save for emergencies
820,Ghana,200,136,96,low,save for emergencies
821,Nigeria,213,108,123,low,invest in farming
822,South Africa,52,32,63,medium,educate children
823,Ghana,157,85,113,high,buy land
824,Ghana,215,122,100,medium,save for emergencies
825,South Africa,158,83,77,medium,save for emergencies
826,Nigeria,133,100,64,low,invest in farming
827,South Africa,39,32,45,low,buy land
828,Uganda,248,150,99,high,buy land
829,Uganda,141,82,67,low,educate children
830,Nigeria,115,98,42,high,save for emergencies
831,South Africa,83,52,47,medium,save for emergencies
832,Nigeria,43,22,40,low,save for emergencies
833,Ghana,104,67,67,low,buy land
834,South Africa,99,67,68,medium,invest in farming
835,Nigeria,215,110,151,low,educate children
836,Nigeria,161,99,71,medium,invest in farming
837,South Africa,53,47,40,high,educate children
838,Uganda,183,127,93,high,buy land
839,Ghana,231,152,124,medium,start a small business
840,Kenya,289,200,133,high,invest in farming
841,Uganda,49,40,15,medium,start a small business
842,Ghana,33,28,18,low,invest in farming
843,Uganda,32,23,45,high,educate children
844,Ghana,215,161,57,high,buy land
845,South Africa,283,164,152,high,educate children
846,Nigeria,187,174,31,high,invest in farming
847,South Africa,188,153,53,low,save for emergencies
848,Nigeria,240,141,122,medium,save for emergencies
849,Nigeria,138,80,87,medium,buy land
850,Kenya,146,103,78,medium,educate children
851,Kenya,221,128,140,medium,save for emergencies
852,South Africa,202,155,95,medium,start a small business
853,Ghana,212,123,137,medium,start a small business
854,Uganda,280,231,95,high,educate children
855,South Africa,147,117,62,high,invest in farming
856,Nigeria,227,116,130,low,save for emergencies
857,Ghana,269,180,115,medium,buy land
858,Nigeria,227,159,81,low,invest in farming
859,Ghana,153,84,94,medium,buy land
860,Ghana,90,54,85,high,start a small business
861,Kenya,288,250,86,low,educate children
862,Kenya,283,258,69,high,invest in farming
863,South Africa,227,193,78,high,start a small business
864,South Africa,80,58,63,low,save for emergencies
865,Ghana,64,45,44,high,educate children
866,Ghana,98,77,57,medium,educate children
867,South Africa,78,59,28,medium,buy land
868,Nigeria,221,114,142,medium,buy land
869,Uganda,99,74,28,medium,start a small business
870,Nigeria,155,115,89,high,buy land
871,South Africa,158,102,91,low,start a small business
872,Nigeria,211,150,104,low,start a small business
873,Kenya,217,164,83,high,buy land
874,Ghana,113,79,58,high,start a small business
875,Kenya,65,52,42,medium,invest in farming
876,Nigeria,135,96,60,high,start a small business
877,Ghana,249,130,153,high,invest in farming
878,Kenya,249,137,121,high,invest in farming
879,South Africa,211,199,53,medium,buy land
880,Nigeria,246,199,52,high,start a small business
881,Kenya,73,44,73,high,save for emergencies
882,Ghana,257,183,116,high,invest in farming
883,Ghana,113,73,82,low,start a small business
884,Ghana,50,28,71,low,save for emergencies
885,Kenya,36,23,27,high,educate children
886,Nigeria,189,168,40,low,save for emergencies
887,Uganda,172,133,45,medium,invest in farming
888,South Africa,183,104,115,high,save for emergencies
889,Ghana,50,42,12,high,invest in farming
890,South Africa,160,116,67,high,buy land
891,South Africa,190,144,49,medium,start a small business
892,Kenya,115,89,42,low,save for emergencies
893,Ghana,181,150,64,low,save for emergencies
894,Uganda,57,53,46,high,save for emergencies
895,Nigeria,198,137,82,medium,educate children
896,Ghana,206,119,120,high,save for emergencies
897,Nigeria,227,210,17,high,educate children
898,Uganda,34,18,37,low,save for emergencies
899,Kenya,141,126,16,high,buy land
900,Nigeria,127,78,96,low,educate children
901,South Africa,154,115,60,medium,buy land
902,Ghana,105,75,76,low,invest in farming
903,Kenya,88,53,69,low,invest in farming
904,Kenya,221,172,97,high,start a small business
905,Nigeria,61,36,45,low,educate children
906,Ghana,49,27,67,high,buy land
907,Ghana,243,135,147,high,start a small business
908,Uganda,242,199,64,low,educate children
909,South Africa,145,85,86,high,save for emergencies
910,Kenya,197,155,69,high,start a small business
911,Ghana,55,43,13,medium,educate children
912,Uganda,277,140,144,medium,invest in farming
913,South Africa,73,68,46,low,start a small business
914,Nigeria,256,133,161,high,educate children
915,Ghana,118,108,52,low,educate children
916,Nigeria,226,163,73,low,invest in farming
917,South Africa,297,221,83,high,save for emergencies
918,Uganda,193,180,20,low,buy land
919,South Africa,84,50,80,high,save for emergencies
920,Ghana,267,236,48,low,save for emergencies
921,Nigeria,71,62,28,high,save for emergencies
922,Kenya,297,277,26,medium,educate children
923,Nigeria,288,170,167,high,buy land
924,Nigeria,69,39,62,medium,start a small business
925,Uganda,249,124,132,medium,buy land
926,Kenya,130,96,81,high,buy land
927,Kenya,136,104,35,low,buy land
928,Ghana,275,155,151,high,educate children
929,South Africa,166,94,82,low,invest in farming
930,Uganda,45,22,67,medium,educate children
931,Uganda,50,37,46,high,save for emergencies
932,Kenya,289,245,74,low,invest in farming
933,Nigeria,88,70,22,low,start a small business
934,Ghana,54,29,57,medium,educate children
935,Uganda,225,136,108,high,educate children
936,Kenya,183,95,122,low,buy land
937,Ghana,218,200,46,high,educate children
938,Ghana,294,262,69,low,save for emergencies
939,Kenya,163,140,66,medium,start a small business
940,South Africa,242,208,67,medium,invest in farming
941,Ghana,160,109,76,low,start a small business
942,Ghana,185,153,64,low,invest in farming
943,Ghana,192,147,78,low,start a small business
944,South Africa,70,53,63,high,invest in farming
945,Kenya,104,74,77,high,buy land
946,Nigeria,179,105,78,high,invest in farming
947,Kenya,137,78,88,low,save for emergencies
948,Uganda,241,135,139,high,start a small business
949,South Africa,95,81,53,low,save for emergencies
950,South Africa,277,165,158,medium,start a small business
951,Ghana,230,134,96,low,start a small business
952,South Africa,276,224,54,low,buy land
953,Uganda,33,25,32,medium,buy land
954,Ghana,172,148,44,low,invest in farming
955,Uganda,256,184,117,medium,educate children
956,South Africa,171,160,27,high,invest in farming
957,South Africa,68,42,60,high,invest in farming
958,South Africa,281,216,79,low,start a small business
959,Uganda,239,215,29,low,start a small business
960,Nigeria,280,230,72,low,invest in farming
961,South Africa,120,93,72,medium,save for emergencies
962,Kenya,67,46,56,high,educate children
963,Nigeria,219,143,94,medium,educate children
964,Kenya,59,42,36,high,save for emergencies
965,Nigeria,299,250,71,low,invest in farming
966,Ghana,179,136,61,high,start a small business
967,Uganda,139,119,22,low,buy land
968,Nigeria,230,142,107,low,buy land
969,Ghana,202,171,44,high,save for emergencies
970,Uganda,92,54,56,high,save for emergencies
971,Ghana,149,111,73,high,save for emergencies
972,South Africa,294,210,116,high,save for emergencies
973,Nigeria,118,72,56,medium,buy land
974,Kenya,256,232,37,low,invest in farming
975,South Africa,251,165,89,medium,invest in farming
976,Uganda,97,75,29,medium,save for emergencies
977,Ghana,31,23,53,high,start a small business
978,Uganda,115,97,33,medium,buy land
979,Nigeria,91,74,28,high,buy land
980,Kenya,64,42,67,medium,educate children
981,Ghana,79,59,40,high,save for emergencies
982,Kenya,201,132,77,medium,start a small business
983,Uganda,64,48,49,medium,educate children
984,Ghana,245,217,28,medium,save for emergencies
985,Ghana,37,30,29,medium,buy land
986,Nigeria,105,97,54,low,buy land
987,Ghana,44,30,32,medium,save for emergencies
988,Kenya,55,46,37,low,educate children
989,Kenya,261,150,148,high,save for emergencies
